PropName,BladeName,Family,B,D,P,P_D,J,N,CT,CP,eta,D_ft,A_sqft,N_rps,SLT_lbf,SLP_hp,DL_psf,Vtip_fps,Vtip_mach,CT_hov,CT_sig,CP_i,P_i,FM
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4600,4017,0.0885,0.06120,0.6640,0.9167,0.6600,66.95,5.1607,1.2510,7.8198,192.8,0.1753,0.0885,0.8871,0.0186,240.70,0.3498
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4960,4017,0.0822,0.05910,0.6900,0.9167,0.6600,66.95,4.7933,1.2081,7.2631,192.8,0.1753,0.0822,0.8240,0.0167,215.46,0.3243
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5220,4017,0.0772,0.05740,0.7030,0.9167,0.6600,66.95,4.5018,1.1733,6.8213,192.8,0.1753,0.0772,0.7738,0.0152,196.10,0.3039
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5570,4017,0.0704,0.05470,0.7170,0.9167,0.6600,66.95,4.1052,1.1182,6.2205,192.8,0.1753,0.0704,0.7057,0.0132,170.77,0.2777
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5820,4017,0.0655,0.05270,0.7240,0.9167,0.6600,66.95,3.8195,1.0773,5.7875,192.8,0.1753,0.0655,0.6566,0.0119,153.26,0.2587
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.6230,4017,0.0563,0.04860,0.7220,0.9167,0.6600,66.95,3.2830,0.9935,4.9746,192.8,0.1753,0.0563,0.5643,0.0094,122.13,0.2235
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.6550,4017,0.0491,0.04530,0.7090,0.9167,0.6600,66.95,2.8632,0.9260,4.3384,192.8,0.1753,0.0491,0.4922,0.0077,99.47,0.1953
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5550,3999,0.0705,0.05470,0.7160,0.9167,0.6600,66.65,4.0743,1.1032,6.1736,191.9,0.1745,0.0705,0.7067,0.0132,168.85,0.2783
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5900,3999,0.0634,0.05170,0.7240,0.9167,0.6600,66.65,3.6640,1.0427,5.5519,191.9,0.1745,0.0634,0.6355,0.0113,143.99,0.2511
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.6220,3999,0.0561,0.04850,0.7200,0.9167,0.6600,66.65,3.2421,0.9781,4.9126,191.9,0.1745,0.0561,0.5623,0.0094,119.85,0.2228
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.6530,3999,0.0489,0.04520,0.7070,0.9167,0.6600,66.65,2.8260,0.9116,4.2821,191.9,0.1745,0.0489,0.4902,0.0076,97.54,0.1945
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.6870,3999,0.0408,0.04150,0.6750,0.9167,0.6600,66.65,2.3579,0.8370,3.5728,191.9,0.1745,0.0408,0.4090,0.0058,74.34,0.1615
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.7170,3999,0.0329,0.03790,0.6220,0.9167,0.6600,66.65,1.9013,0.7644,2.8810,191.9,0.1745,0.0329,0.3298,0.0042,53.83,0.1280
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.7530,3999,0.0226,0.03310,0.5140,0.9167,0.6600,66.65,1.3061,0.6676,1.9791,191.9,0.1745,0.0226,0.2265,0.0024,30.65,0.0835
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.7840,3999,0.0132,0.02850,0.3640,0.9167,0.6600,66.65,0.7628,0.5748,1.1559,191.9,0.1745,0.0132,0.1323,0.0011,13.68,0.0433
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.8170,3999,0.0037,0.02390,0.1260,0.9167,0.6600,66.65,0.2138,0.4820,0.3240,191.9,0.1745,0.0037,0.0371,0.0002,2.03,0.0077
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.8500,3999,,0.01890,n/a,0.9167,0.6600,66.65,n/a,0.3812,n/a,191.9,0.1745,n/a,n/a,n/a,n/a,n/a
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.8840,3999,,0.01380,n/a,0.9167,0.6600,66.65,n/a,0.2783,n/a,191.9,0.1745,n/a,n/a,n/a,n/a,n/a
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.9220,3999,,0.00810,n/a,0.9167,0.6600,66.65,n/a,0.1634,n/a,191.9,0.1745,n/a,n/a,n/a,n/a,n/a
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.1040,5018,0.1547,0.07890,0.2040,0.9167,0.6600,83.63,14.0771,3.1440,21.3305,240.8,0.2190,0.1547,1.5507,0.0430,1084.38,0.6271
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.1330,5018,0.1519,0.07900,0.2560,0.9167,0.6600,83.63,13.8223,3.1480,20.9444,240.8,0.2190,0.1519,1.5226,0.0419,1055.08,0.6094
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.1570,5018,0.1494,0.07900,0.2980,0.9167,0.6600,83.63,13.5948,3.1480,20.5997,240.8,0.2190,0.1494,1.4976,0.0408,1029.14,0.5944
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.1830,5018,0.1470,0.07950,0.3390,0.9167,0.6600,83.63,13.3764,3.1679,20.2688,240.8,0.2190,0.1470,1.4735,0.0399,1004.44,0.5765
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.2080,5018,0.1439,0.07940,0.3760,0.9167,0.6600,83.63,13.0944,3.1639,19.8414,240.8,0.2190,0.1439,1.4424,0.0386,972.83,0.5591
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.2360,5018,0.1394,0.07880,0.4170,0.9167,0.6600,83.63,12.6849,3.1400,19.2209,240.8,0.2190,0.1394,1.3973,0.0368,927.56,0.5371
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.2620,5018,0.1343,0.07790,0.4530,0.9167,0.6600,83.63,12.2208,3.1041,18.5177,240.8,0.2190,0.1343,1.3462,0.0348,877.12,0.5138
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.2880,5018,0.1291,0.07660,0.4860,0.9167,0.6600,83.63,11.7476,3.0523,17.8007,240.8,0.2190,0.1291,1.2941,0.0328,826.68,0.4924
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.3140,5018,0.1230,0.07470,0.5180,0.9167,0.6600,83.63,11.1925,2.9766,16.9596,240.8,0.2190,0.1230,1.2329,0.0305,768.78,0.4696
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.3430,5018,0.1165,0.07250,0.5510,0.9167,0.6600,83.63,10.6011,2.8889,16.0634,240.8,0.2190,0.1165,1.1678,0.0281,708.66,0.4460
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.3690,5018,0.1118,0.07110,0.5800,0.9167,0.6600,83.63,10.1734,2.8332,15.4153,240.8,0.2190,0.1118,1.1207,0.0264,666.21,0.4275
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.3900,5018,0.1070,0.06940,0.6010,0.9167,0.6600,83.63,9.7366,2.7654,14.7535,240.8,0.2190,0.1070,1.0726,0.0247,623.77,0.4101
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4190,5018,0.1009,0.06730,0.6280,0.9167,0.6600,83.63,9.1815,2.6817,13.9124,240.8,0.2190,0.1009,1.0114,0.0227,571.19,0.3873
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4440,5018,0.0961,0.06560,0.6500,0.9167,0.6600,83.63,8.7447,2.6140,13.2506,240.8,0.2190,0.0961,0.9633,0.0211,530.92,0.3693
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4680,5018,0.0918,0.06420,0.6690,0.9167,0.6600,83.63,8.3535,2.5582,12.6577,240.8,0.2190,0.0918,0.9202,0.0197,495.69,0.3523
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4930,5018,0.0870,0.06240,0.6870,0.9167,0.6600,83.63,7.9167,2.4865,11.9958,240.8,0.2190,0.0870,0.8721,0.0181,457.33,0.3344
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5240,5018,0.0815,0.06040,0.7070,0.9167,0.6600,83.63,7.4162,2.4068,11.2375,240.8,0.2190,0.0815,0.8169,0.0165,414.65,0.3132
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4470,5009,0.0953,0.06520,0.6530,0.9167,0.6600,83.48,8.6409,2.5841,13.0932,240.4,0.2186,0.0953,0.9553,0.0208,521.49,0.3669
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4710,5009,0.0907,0.06370,0.6710,0.9167,0.6600,83.48,8.2238,2.5247,12.4612,240.4,0.2186,0.0907,0.9092,0.0193,484.19,0.3487
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4940,5009,0.0863,0.06200,0.6880,0.9167,0.6600,83.48,7.8248,2.4573,11.8567,240.4,0.2186,0.0863,0.8651,0.0179,449.39,0.3325
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5190,5009,0.0817,0.06030,0.7030,0.9167,0.6600,83.48,7.4077,2.3899,11.2247,240.4,0.2186,0.0817,0.8189,0.0165,413.94,0.3149
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5500,5009,0.0757,0.05800,0.7170,0.9167,0.6600,83.48,6.8637,2.2987,10.4003,240.4,0.2186,0.0757,0.7588,0.0147,369.19,0.2920
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5730,5009,0.0710,0.05620,0.7240,0.9167,0.6600,83.48,6.4376,2.2274,9.7546,240.4,0.2186,0.0710,0.7117,0.0134,335.35,0.2737
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5960,5009,0.0667,0.05440,0.7310,0.9167,0.6600,83.48,6.0477,2.1561,9.1638,240.4,0.2186,0.0667,0.6686,0.0122,305.35,0.2575
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.6280,5009,0.0593,0.05090,0.7320,0.9167,0.6600,83.48,5.3767,2.0173,8.1472,240.4,0.2186,0.0593,0.5944,0.0102,255.97,0.2307
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.6540,5009,0.0537,0.04810,0.7300,0.9167,0.6600,83.48,4.8690,1.9064,7.3778,240.4,0.2186,0.0537,0.5383,0.0088,220.58,0.2104
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.6850,5009,0.0458,0.04430,0.7070,0.9167,0.6600,83.48,4.1527,1.7558,6.2924,240.4,0.2186,0.0458,0.4591,0.0069,173.74,0.1799
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.7060,5009,0.0405,0.04180,0.6840,0.9167,0.6600,83.48,3.6721,1.6567,5.5642,240.4,0.2186,0.0405,0.4060,0.0058,144.47,0.1586
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.7350,5009,0.0320,0.03780,0.6210,0.9167,0.6600,83.48,2.9014,1.4981,4.3964,240.4,0.2186,0.0320,0.3208,0.0040,101.47,0.1231
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.7630,5009,0.0238,0.03390,0.5360,0.9167,0.6600,83.48,2.1579,1.3436,3.2699,240.4,0.2186,0.0238,0.2386,0.0026,65.08,0.0881
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.7890,5009,0.0164,0.03030,0.4260,0.9167,0.6600,83.48,1.4870,1.2009,2.2532,240.4,0.2186,0.0164,0.1644,0.0015,37.23,0.0564
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.8150,5009,0.0083,0.02620,0.2590,0.9167,0.6600,83.48,0.7526,1.0384,1.1403,240.4,0.2186,0.0083,0.0832,0.0005,13.40,0.0235
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.8420,5009,0.0004,0.02210,0.0140,0.9167,0.6600,83.48,0.0363,0.8759,0.0550,240.4,0.2186,0.0004,0.0040,0.0000,0.14,0.0003
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.8700,5009,,0.01780,n/a,0.9167,0.6600,83.48,n/a,0.7055,n/a,240.4,0.2186,n/a,n/a,n/a,n/a,n/a
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.8950,5009,,0.01390,n/a,0.9167,0.6600,83.48,n/a,0.5509,n/a,240.4,0.2186,n/a,n/a,n/a,n/a,n/a
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.9200,5009,,0.01000,n/a,0.9167,0.6600,83.48,n/a,0.3963,n/a,240.4,0.2186,n/a,n/a,n/a,n/a,n/a
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4060,5513,0.1055,0.06950,0.6170,0.9167,0.6600,91.88,11.5875,3.6725,17.5581,264.6,0.2406,0.1055,1.0575,0.0242,809.84,0.4009
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4300,5513,0.1012,0.06820,0.6380,0.9167,0.6600,91.88,11.1152,3.6038,16.8425,264.6,0.2406,0.1012,1.0144,0.0228,760.83,0.3839
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4490,5513,0.0975,0.06690,0.6550,0.9167,0.6600,91.88,10.7088,3.5351,16.2267,264.6,0.2406,0.0975,0.9773,0.0215,719.49,0.3701
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4750,5513,0.0924,0.06500,0.6760,0.9167,0.6600,91.88,10.1487,3.4347,15.3779,264.6,0.2406,0.0924,0.9262,0.0199,663.78,0.3514
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.4980,5513,0.0883,0.06350,0.6920,0.9167,0.6600,91.88,9.6984,3.3554,14.6956,264.6,0.2406,0.0883,0.8851,0.0186,620.10,0.3360
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5190,5513,0.0841,0.06200,0.7050,0.9167,0.6600,91.88,9.2371,3.2762,13.9966,264.6,0.2406,0.0841,0.8430,0.0172,576.39,0.3199
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5480,5513,0.0782,0.05950,0.7200,0.9167,0.6600,91.88,8.5890,3.1441,13.0146,264.6,0.2406,0.0782,0.7839,0.0155,516.81,0.2989
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5700,5513,0.0740,0.05800,0.7280,0.9167,0.6600,91.88,8.1277,3.0648,12.3156,264.6,0.2406,0.0740,0.7418,0.0142,475.74,0.2822
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.5910,5513,0.0698,0.05610,0.7340,0.9167,0.6600,91.88,7.6664,2.9644,11.6166,264.6,0.2406,0.0698,0.6997,0.0130,435.81,0.2673
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.6230,5513,0.0624,0.05260,0.7390,0.9167,0.6600,91.88,6.8537,2.7795,10.3851,264.6,0.2406,0.0624,0.6255,0.0110,368.38,0.2410
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.6420,5513,0.0581,0.05050,0.7380,0.9167,0.6600,91.88,6.3814,2.6685,9.6694,264.6,0.2406,0.0581,0.5824,0.0099,330.97,0.2255
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.6680,5513,0.0521,0.04760,0.7310,0.9167,0.6600,91.88,5.7224,2.5152,8.6709,264.6,0.2406,0.0521,0.5222,0.0084,281.04,0.2032
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.6900,5513,0.0467,0.04500,0.7160,0.9167,0.6600,91.88,5.1293,2.3779,7.7722,264.6,0.2406,0.0467,0.4681,0.0071,238.50,0.1824
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.7180,5513,0.0389,0.04130,0.6770,0.9167,0.6600,91.88,4.2726,2.1823,6.4740,264.6,0.2406,0.0389,0.3899,0.0054,181.32,0.1511
apcsf 11.0x7.0 - 2,apcsf 11.0x7.0,apcsf,2,11.00,7.00,0.6364,0.7380,5513,0.0334,0.03880,0.6370,0.9167,0.6600,91.88,3.6685,2.0502,5.5587,264.6,0.2406,0.0334,0.3348,0.0043,144.26,0.1279
