PropName,BladeName,Family,B,D,P,P_D,J,N,CT,CP,eta,D_ft,A_sqft,N_rps,SLT_lbf,SLP_hp,DL_psf,Vtip_fps,Vtip_mach,CT_hov,CT_sig,CP_i,P_i,FM
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.1401,5030,0.0660,0.02446,0.3779,0.8333,0.5454,83.83,4.1195,0.6095,7.5529,219.5,0.1995,0.0660,0.6612,0.0120,188.83,0.5632
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.1688,5030,0.0629,0.02422,0.4382,0.8333,0.5454,83.83,3.9256,0.6035,7.1974,219.5,0.1995,0.0629,0.6301,0.0111,175.65,0.5292
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.1977,5030,0.0596,0.02385,0.4943,0.8333,0.5454,83.83,3.7241,0.5943,6.8280,219.5,0.1995,0.0596,0.5978,0.0103,162.31,0.4966
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.2254,5030,0.0562,0.02349,0.5396,0.8333,0.5454,83.83,3.5115,0.5853,6.4383,219.5,0.1995,0.0562,0.5636,0.0094,148.61,0.4616
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.2540,5030,0.0528,0.02309,0.5806,0.8333,0.5454,83.83,3.2945,0.5753,6.0404,219.5,0.1995,0.0528,0.5288,0.0086,135.05,0.4268
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.2807,5030,0.0487,0.02236,0.6109,0.8333,0.5454,83.83,3.0393,0.5572,5.5724,219.5,0.1995,0.0487,0.4878,0.0076,119.66,0.3904
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3106,5030,0.0442,0.02157,0.6371,0.8333,0.5454,83.83,2.7627,0.5376,5.0653,219.5,0.1995,0.0442,0.4434,0.0066,103.71,0.3508
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3409,5030,0.0393,0.02059,0.6502,0.8333,0.5454,83.83,2.4521,0.5130,4.4958,219.5,0.1995,0.0393,0.3936,0.0055,86.72,0.3073
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3670,5030,0.0349,0.01955,0.6549,0.8333,0.5454,83.83,2.1789,0.4872,3.9950,219.5,0.1995,0.0349,0.3497,0.0046,72.64,0.2711
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3978,5030,0.0294,0.01820,0.6427,0.8333,0.5454,83.83,1.8363,0.4536,3.3668,219.5,0.1995,0.0294,0.2948,0.0036,56.20,0.2253
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4261,5030,0.0237,0.01651,0.6108,0.8333,0.5454,83.83,1.4781,0.4115,2.7101,219.5,0.1995,0.0237,0.2373,0.0026,40.58,0.1793
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4541,5030,0.0183,0.01482,0.5607,0.8333,0.5454,83.83,1.1429,0.3694,2.0954,219.5,0.1995,0.0183,0.1834,0.0018,27.59,0.1358
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4841,5030,0.0121,0.01277,0.4572,0.8333,0.5454,83.83,0.7530,0.3182,1.3806,219.5,0.1995,0.0121,0.1209,0.0009,14.76,0.0843
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.5122,5030,0.0063,0.01078,0.3001,0.8333,0.5454,83.83,0.3946,0.2687,0.7234,219.5,0.1995,0.0063,0.0633,0.0004,5.60,0.0379
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.1162,6026,0.0700,0.02458,0.3310,0.8333,0.5454,100.43,6.2748,1.0533,11.5046,262.9,0.2390,0.0700,0.7018,0.0131,354.98,0.6127
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.1404,6026,0.0669,0.02441,0.3848,0.8333,0.5454,100.43,5.9964,1.0458,10.9941,262.9,0.2390,0.0669,0.6706,0.0122,331.62,0.5766
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.1635,6026,0.0646,0.02430,0.4345,0.8333,0.5454,100.43,5.7865,1.0411,10.6093,262.9,0.2390,0.0646,0.6471,0.0116,314.36,0.5490
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.1876,6026,0.0618,0.02403,0.4827,0.8333,0.5454,100.43,5.5414,1.0298,10.1600,262.9,0.2390,0.0618,0.6197,0.0109,294.60,0.5202
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.2115,6026,0.0593,0.02386,0.5253,0.8333,0.5454,100.43,5.3110,1.0223,9.7375,262.9,0.2390,0.0593,0.5940,0.0102,276.42,0.4916
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.2361,6026,0.0562,0.02352,0.5639,0.8333,0.5454,100.43,5.0348,1.0077,9.2312,262.9,0.2390,0.0562,0.5631,0.0094,255.14,0.4604
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.2581,6026,0.0533,0.02316,0.5942,0.8333,0.5454,100.43,4.7796,0.9924,8.7632,262.9,0.2390,0.0533,0.5345,0.0087,235.99,0.4323
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.2829,6026,0.0499,0.02266,0.6227,0.8333,0.5454,100.43,4.4703,0.9708,8.1962,262.9,0.2390,0.0499,0.4999,0.0079,213.46,0.3998
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3062,6026,0.0466,0.02212,0.6443,0.8333,0.5454,100.43,4.1724,0.9479,7.6500,262.9,0.2390,0.0466,0.4666,0.0071,192.48,0.3692
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3310,6026,0.0428,0.02149,0.6600,0.8333,0.5454,100.43,3.8404,0.9207,7.0413,262.9,0.2390,0.0428,0.4295,0.0063,169.97,0.3356
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3546,6026,0.0390,0.02070,0.6689,0.8333,0.5454,100.43,3.4994,0.8869,6.4160,262.9,0.2390,0.0390,0.3914,0.0055,147.84,0.3031
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3781,6026,0.0350,0.01978,0.6691,0.8333,0.5454,100.43,3.1378,0.8475,5.7531,262.9,0.2390,0.0350,0.3509,0.0046,125.53,0.2693
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4024,6026,0.0306,0.01869,0.6585,0.8333,0.5454,100.43,2.7413,0.8008,5.0261,262.9,0.2390,0.0306,0.3066,0.0038,102.50,0.2327
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4253,6026,0.0259,0.01733,0.6346,0.8333,0.5454,100.43,2.3173,0.7424,4.2486,262.9,0.2390,0.0259,0.2592,0.0029,79.67,0.1951
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4521,6026,0.0207,0.01583,0.5919,0.8333,0.5454,100.43,1.8573,0.6782,3.4053,262.9,0.2390,0.0207,0.2077,0.0021,57.16,0.1532
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4740,6026,0.0159,0.01426,0.5275,0.8333,0.5454,100.43,1.4227,0.6111,2.6084,262.9,0.2390,0.0159,0.1591,0.0014,38.32,0.1140
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4021,6042,0.0305,0.01863,0.6581,0.8333,0.5454,100.70,2.7470,0.8045,5.0365,263.6,0.2397,0.0305,0.3056,0.0038,102.82,0.2324
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4271,6042,0.0258,0.01736,0.6355,0.8333,0.5454,100.70,2.3275,0.7498,4.2674,263.6,0.2397,0.0258,0.2589,0.0029,80.19,0.1945
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4514,6042,0.0209,0.01586,0.5941,0.8333,0.5454,100.70,1.8811,0.6852,3.4490,263.6,0.2397,0.0209,0.2093,0.0021,58.27,0.1546
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4753,6042,0.0158,0.01425,0.5282,0.8333,0.5454,100.70,1.4275,0.6156,2.6172,263.6,0.2397,0.0158,0.1588,0.0014,38.52,0.1138
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4978,6042,0.0105,0.01241,0.4206,0.8333,0.5454,100.70,0.9448,0.5359,1.7323,263.6,0.2397,0.0105,0.1051,0.0008,20.74,0.0704
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.5222,6042,0.0053,0.01059,0.2620,0.8333,0.5454,100.70,0.4787,0.4573,0.8777,263.6,0.2397,0.0053,0.0533,0.0003,7.48,0.0297
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0986,7016,0.0725,0.02448,0.2920,0.8333,0.5454,116.93,8.8107,1.6555,16.1541,306.1,0.2783,0.0725,0.7269,0.0138,590.64,0.6487
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.1179,7016,0.0705,0.02444,0.3400,0.8333,0.5454,116.93,8.5650,1.6527,15.7037,306.1,0.2783,0.0705,0.7066,0.0132,566.11,0.6228
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.1393,7016,0.0679,0.02435,0.3885,0.8333,0.5454,116.93,8.2505,1.6466,15.1269,306.1,0.2783,0.0679,0.6807,0.0125,535.21,0.5910
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.1596,7016,0.0654,0.02413,0.4322,0.8333,0.5454,116.93,7.9402,1.6316,14.5580,306.1,0.2783,0.0654,0.6551,0.0118,505.30,0.5631
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.1813,7016,0.0629,0.02396,0.4764,0.8333,0.5454,116.93,7.6482,1.6202,14.0227,306.1,0.2783,0.0629,0.6310,0.0112,477.69,0.5361
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.2012,7016,0.0605,0.02371,0.5133,0.8333,0.5454,116.93,7.3470,1.6032,13.4705,306.1,0.2783,0.0605,0.6061,0.0105,449.75,0.5101
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.2213,7016,0.0581,0.02352,0.5471,0.8333,0.5454,116.93,7.0636,1.5904,12.9508,306.1,0.2783,0.0581,0.5828,0.0099,423.97,0.4847
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.2420,7016,0.0556,0.02324,0.5786,0.8333,0.5454,116.93,6.7528,1.5718,12.3809,306.1,0.2783,0.0556,0.5571,0.0093,396.30,0.4584
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.2624,7016,0.0528,0.02287,0.6060,0.8333,0.5454,116.93,6.4182,1.5468,11.7675,306.1,0.2783,0.0528,0.5295,0.0086,367.21,0.4316
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.2824,7016,0.0502,0.02253,0.6289,0.8333,0.5454,116.93,6.0950,1.5235,11.1749,306.1,0.2783,0.0502,0.5028,0.0079,339.83,0.4056
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3040,7016,0.0470,0.02204,0.6489,0.8333,0.5454,116.93,5.7158,1.4901,10.4797,306.1,0.2783,0.0470,0.4716,0.0072,308.61,0.3766
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3237,7016,0.0441,0.02152,0.6628,0.8333,0.5454,116.93,5.3548,1.4555,9.8178,306.1,0.2783,0.0441,0.4418,0.0065,279.85,0.3496
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3450,7016,0.0410,0.02095,0.6757,0.8333,0.5454,116.93,4.9854,1.4166,9.1406,306.1,0.2783,0.0410,0.4113,0.0059,251.40,0.3227
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3650,7016,0.0379,0.02033,0.6801,0.8333,0.5454,116.93,4.6033,1.3750,8.4400,306.1,0.2783,0.0379,0.3798,0.0052,223.06,0.2950
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3869,7016,0.0341,0.01950,0.6775,0.8333,0.5454,116.93,4.1481,1.3186,7.6054,306.1,0.2783,0.0341,0.3422,0.0045,190.80,0.2631
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4071,7016,0.0305,0.01859,0.6674,0.8333,0.5454,116.93,3.7016,1.2569,6.7867,306.1,0.2783,0.0305,0.3054,0.0038,160.84,0.2327
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3444,7055,0.0413,0.02101,0.6765,0.8333,0.5454,117.58,5.0700,1.4447,9.2957,307.8,0.2798,0.0413,0.4137,0.0059,257.82,0.3245
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3652,7055,0.0378,0.02031,0.6795,0.8333,0.5454,117.58,4.6416,1.3964,8.5103,307.8,0.2798,0.0378,0.3787,0.0052,225.84,0.2941
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.3859,7055,0.0340,0.01944,0.6750,0.8333,0.5454,117.58,4.1779,1.3368,7.6600,307.8,0.2798,0.0340,0.3409,0.0044,192.86,0.2623
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4063,7055,0.0305,0.01860,0.6654,0.8333,0.5454,117.58,3.7433,1.2791,6.8633,307.8,0.2798,0.0305,0.3054,0.0038,163.57,0.2325
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4271,7055,0.0264,0.01749,0.6446,0.8333,0.5454,117.58,3.2429,1.2027,5.9458,307.8,0.2798,0.0264,0.2646,0.0030,131.89,0.1994
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4483,7055,0.0224,0.01636,0.6139,0.8333,0.5454,117.58,2.7517,1.1246,5.0451,307.8,0.2798,0.0224,0.2245,0.0024,103.09,0.1667
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4680,7055,0.0179,0.01495,0.5608,0.8333,0.5454,117.58,2.2009,1.0282,4.0353,307.8,0.2798,0.0179,0.1796,0.0017,73.74,0.1304
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.4900,7055,0.0133,0.01345,0.4839,0.8333,0.5454,117.58,1.6320,0.9249,2.9922,307.8,0.2798,0.0133,0.1332,0.0011,47.08,0.0926
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.5100,7055,0.0088,0.01191,0.3772,0.8333,0.5454,117.58,1.0818,0.8186,1.9835,307.8,0.2798,0.0088,0.0883,0.0006,25.41,0.0564
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.5304,7055,0.0040,0.01019,0.2089,0.8333,0.5454,117.58,0.4930,0.7004,0.9039,307.8,0.2798,0.0040,0.0402,0.0002,7.82,0.0203
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,1467,0.0638,0.02369,0.0000,0.8333,0.5454,24.44,0.3387,0.0146,0.6210,64.0,0.0582,0.0638,0.6394,0.0114,4.45,0.5531
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,1960,0.0691,0.02422,0.0000,0.8333,0.5454,32.67,0.6552,0.0357,1.2013,85.5,0.0777,0.0691,0.6926,0.0128,11.98,0.6099
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,2440,0.0715,0.02465,0.0000,0.8333,0.5454,40.67,1.0511,0.0701,1.9272,106.5,0.0968,0.0715,0.7170,0.0135,24.34,0.6312
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,3027,0.0732,0.02433,0.0000,0.8333,0.5454,50.44,1.6552,0.1321,3.0347,132.1,0.1201,0.0732,0.7338,0.0140,48.09,0.6620
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,3507,0.0747,0.02447,0.0000,0.8333,0.5454,58.44,2.2685,0.2066,4.1593,153.0,0.1391,0.0747,0.7492,0.0144,77.17,0.6792
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,3967,0.0766,0.02447,0.0000,0.8333,0.5454,66.11,2.9734,0.2990,5.4516,173.1,0.1573,0.0766,0.7674,0.0150,115.79,0.7041
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,4460,0.0774,0.02411,0.0000,0.8333,0.5454,74.33,3.7983,0.4188,6.9640,194.6,0.1769,0.0774,0.7755,0.0152,167.18,0.7258
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,4953,0.0777,0.02402,0.0000,0.8333,0.5454,82.56,4.7062,0.5717,8.6287,216.1,0.1965,0.0777,0.7790,0.0153,230.58,0.7333
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,5460,0.0786,0.02380,0.0000,0.8333,0.5454,91.00,5.7813,0.7585,10.5999,238.2,0.2166,0.0786,0.7876,0.0156,313.94,0.7526
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,5953,0.0792,0.02352,0.0000,0.8333,0.5454,99.22,6.9297,0.9716,12.7053,259.8,0.2361,0.0792,0.7940,0.0158,411.98,0.7709
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,6460,0.0796,0.02351,0.0000,0.8333,0.5454,107.67,8.2017,1.2408,15.0376,281.9,0.2562,0.0796,0.7981,0.0159,530.47,0.7773
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,6960,0.0798,0.02342,0.0000,0.8333,0.5454,116.00,9.5401,1.5462,17.4914,303.7,0.2761,0.0798,0.7998,0.0159,665.48,0.7825
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,7460,0.0800,0.02318,0.0000,0.8333,0.5454,124.33,10.9901,1.8843,20.1500,325.5,0.2959,0.0800,0.8020,0.0160,822.83,0.7939
ancf 10.0x4.0 - 2,ancf 10.0x4.0,ancf,2,10.00,4.00,0.4000,0.0000,7960,0.0806,0.02314,0.0000,0.8333,0.5454,132.67,12.5998,2.2857,23.1013,347.3,0.3157,0.0806,0.8076,0.0162,1010.07,0.8035
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.1851,3036,0.0743,0.03571,0.3849,0.8333,0.5454,50.60,1.6899,0.1957,3.0984,132.5,0.1204,0.0743,0.7446,0.0143,49.61,0.4610
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.2331,3036,0.0688,0.03494,0.4588,0.8333,0.5454,50.60,1.5648,0.1915,2.8690,132.5,0.1204,0.0688,0.6895,0.0128,44.21,0.4198
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.2826,3036,0.0605,0.03312,0.5162,0.8333,0.5454,50.60,1.3767,0.1815,2.5242,132.5,0.1204,0.0605,0.6066,0.0105,36.48,0.3654
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3263,3036,0.0533,0.03116,0.5579,0.8333,0.5454,50.60,1.2122,0.1708,2.2225,132.5,0.1204,0.0533,0.5341,0.0087,30.14,0.3209
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3775,3036,0.0450,0.02919,0.5820,0.8333,0.5454,50.60,1.0239,0.1600,1.8773,132.5,0.1204,0.0450,0.4511,0.0068,23.40,0.2659
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4231,3036,0.0363,0.02630,0.5832,0.8333,0.5454,50.60,0.8248,0.1441,1.5122,132.5,0.1204,0.0363,0.3634,0.0049,16.92,0.2134
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4711,3036,0.0274,0.02319,0.5571,0.8333,0.5454,50.60,0.6239,0.1271,1.1439,132.5,0.1204,0.0274,0.2749,0.0032,11.13,0.1592
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5187,3036,0.0182,0.01960,0.4811,0.8333,0.5454,50.60,0.4136,0.1074,0.7583,132.5,0.1204,0.0182,0.1822,0.0017,6.01,0.1017
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5816,3036,0.0057,0.01417,0.2332,0.8333,0.5454,50.60,0.1293,0.0776,0.2371,132.5,0.1204,0.0057,0.0570,0.0003,1.05,0.0246
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.1408,4017,0.0818,0.03469,0.3318,0.8333,0.5454,66.95,3.2561,0.4403,5.9700,175.3,0.1593,0.0818,0.8195,0.0165,132.70,0.5480
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.1762,4017,0.0777,0.03449,0.3973,0.8333,0.5454,66.95,3.0965,0.4377,5.6773,175.3,0.1593,0.0777,0.7793,0.0153,123.06,0.5111
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.2125,4017,0.0729,0.03383,0.4578,0.8333,0.5454,66.95,2.9025,0.4294,5.3217,175.3,0.1593,0.0729,0.7305,0.0139,111.68,0.4729
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.2486,4017,0.0682,0.03305,0.5133,0.8333,0.5454,66.95,2.7171,0.4194,4.9818,175.3,0.1593,0.0682,0.6838,0.0126,101.15,0.4385
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.2827,4017,0.0631,0.03196,0.5577,0.8333,0.5454,66.95,2.5112,0.4057,4.6042,175.3,0.1593,0.0631,0.6320,0.0112,89.87,0.4028
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3178,4017,0.0584,0.03113,0.5957,0.8333,0.5454,66.95,2.3240,0.3951,4.2610,175.3,0.1593,0.0584,0.5849,0.0100,80.01,0.3682
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3520,4017,0.0525,0.02974,0.6212,0.8333,0.5454,66.95,2.0900,0.3775,3.8320,175.3,0.1593,0.0525,0.5260,0.0085,68.24,0.3287
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.3888,4017,0.0464,0.02821,0.6396,0.8333,0.5454,66.95,1.8489,0.3581,3.3899,175.3,0.1593,0.0464,0.4653,0.0071,56.78,0.2883
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4242,4017,0.0394,0.02599,0.6424,0.8333,0.5454,66.95,1.5675,0.3299,2.8740,175.3,0.1593,0.0394,0.3945,0.0055,44.32,0.2443
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4613,4017,0.0320,0.02350,0.6282,0.8333,0.5454,66.95,1.2746,0.2983,2.3369,175.3,0.1593,0.0320,0.3208,0.0040,32.50,0.1981
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.4972,4017,0.0249,0.02086,0.5929,0.8333,0.5454,66.95,0.9909,0.2648,1.8168,175.3,0.1593,0.0249,0.2494,0.0028,22.28,0.1530
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5403,4017,0.0155,0.01695,0.4924,0.8333,0.5454,66.95,0.6154,0.2152,1.1283,175.3,0.1593,0.0155,0.1549,0.0014,10.90,0.0921
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.5708,4017,0.0091,0.01415,0.3681,0.8333,0.5454,66.95,0.3635,0.1796,0.6665,175.3,0.1593,0.0091,0.0915,0.0006,4.95,0.0501
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.6120,4017,0.0002,0.01006,0.0112,0.8333,0.5454,66.95,0.0074,0.1277,0.0135,175.3,0.1593,0.0002,0.0019,0.0000,0.01,0.0002
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.1394,5027,0.0846,0.03414,0.3454,0.8333,0.5454,83.78,5.2776,0.8493,9.6763,219.3,0.1994,0.0846,0.8481,0.0174,273.82,0.5862
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.1671,5027,0.0813,0.03395,0.4004,0.8333,0.5454,83.78,5.0730,0.8444,9.3012,219.3,0.1994,0.0813,0.8153,0.0164,258.05,0.5556
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.1956,5027,0.0775,0.03382,0.4485,0.8333,0.5454,83.78,4.8357,0.8413,8.8660,219.3,0.1994,0.0775,0.7771,0.0153,240.15,0.5190
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.2263,5027,0.0736,0.03346,0.4977,0.8333,0.5454,83.78,4.5900,0.8322,8.4157,219.3,0.1994,0.0736,0.7376,0.0141,222.09,0.4852
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.2547,5027,0.0698,0.03299,0.5391,0.8333,0.5454,83.78,4.3553,0.8207,7.9852,219.3,0.1994,0.0698,0.6999,0.0130,205.27,0.4548
ancf 10.0x5.0 - 2,ancf 10.0x5.0,ancf,2,10.00,5.00,0.5000,0.2826,5027,0.0660,0.03245,0.5744,0.8333,0.5454,83.78,4.1151,0.8073,7.5449,219.3,0.1994,0.0660,0.6613,0.0120,188.53,0.4246
